experiment_name,experiment_uuid,task_group_id,task_id,processing_time,experiment_operation,scheduled_time,task_response,optimal_time_reference_time,result_path,processing_time_min
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-21 14:02:00,success,2024-11-21 14:19:00,iPSsimulation/results/2024-11-13_real_round3/step_00000177/result.csv,20
IPSExperiment,iPS_Experiment_0,10,0,20,iPSPlateCoating,2024-11-21 14:19:00,success,2024-11-21 14:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000178/result.csv,20
IPSExperiment,iPS_Experiment_0,10,1,10,iPSGetImage,2024-11-21 15:39:00,success,2024-11-21 15:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000179/result.csv,10
IPSExperiment,iPS_Experiment_0,10,2,80,iPSPassage,2024-11-21 15:49:00,success,2024-11-21 17:06:00,iPSsimulation/results/2024-11-13_real_round3/step_00000180/result.csv,80
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-21 17:06:00,success,2024-11-21 17:18:00,iPSsimulation/results/2024-11-13_real_round3/step_00000181/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-21 17:16:00,success,2024-11-21 17:34:00,iPSsimulation/results/2024-11-13_real_round3/step_00000182/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-21 17:34:00,success,2024-11-21 17:46:00,iPSsimulation/results/2024-11-13_real_round3/step_00000183/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-21 17:44:00,success,2024-11-21 18:03:00,iPSsimulation/results/2024-11-13_real_round3/step_00000184/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,20,iPSPlateCoating,2024-11-21 18:06:00,success,2024-11-21 18:22:00,iPSsimulation/results/2024-11-13_real_round3/step_00000185/result.csv,20
HEKExperiment,HEK_Experiment_2,2,0,10,HEKGetImage,2024-11-21 18:27:00,success,2024-11-21 18:38:00,iPSsimulation/results/2024-11-13_real_round3/step_00000186/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,10,iPSGetImage,2024-11-21 19:26:00,success,2024-11-21 19:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000187/result.csv,10
IPSExperiment,iPS_Experiment_1,1,2,80,iPSPassage,2024-11-21 19:36:00,success,2024-11-21 20:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000188/result.csv,80
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-21 22:10:00,success,2024-11-21 22:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000189/result.csv,10
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,2024-11-21 23:20:00,success,2024-11-21 23:30:00,iPSsimulation/results/2024-11-13_real_round3/step_00000190/result.csv,10
HEKExperiment,HEK_Experiment_4,1,0,10,HEKGetImage,2024-11-22 00:30:00,success,2024-11-22 00:40:00,iPSsimulation/results/2024-11-13_real_round3/step_00000191/result.csv,10
HEKExperiment,HEK_Experiment_0,1,0,10,HEKGetImage,2024-11-22 01:40:00,success,2024-11-22 01:51:00,iPSsimulation/results/2024-11-13_real_round3/step_00000192/result.csv,10
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-22 04:46:00,success,2024-11-22 04:57:00,iPSsimulation/results/2024-11-13_real_round3/step_00000193/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-22 04:56:00,success,2024-11-22 05:13:00,iPSsimulation/results/2024-11-13_real_round3/step_00000194/result.csv,20
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-22 05:14:00,success,2024-11-22 05:25:00,iPSsimulation/results/2024-11-13_real_round3/step_00000195/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-22 05:24:00,success,2024-11-22 05:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000196/result.csv,20
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,2024-11-22 06:27:00,success,2024-11-22 06:38:00,iPSsimulation/results/2024-11-13_real_round3/step_00000197/result.csv,10
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,5,120,LabwareRefill,2024-11-22 07:00:00,success,2024-11-22 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000198/result.csv,120
IPSExperiment,iPS_Experiment_4,1,0,20,iPSPlateCoating,2024-11-22 09:00:00,success,2024-11-22 09:16:00,iPSsimulation/results/2024-11-13_real_round3/step_00000199/result.csv,20
HEKExperiment,HEK_Experiment_1,2,0,10,HEKGetImage,2024-11-22 10:10:00,success,2024-11-22 10:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000200/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,10,iPSGetImage,2024-11-22 10:20:00,success,2024-11-22 10:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000201/result.csv,10
IPSExperiment,iPS_Experiment_4,1,2,80,iPSPassage,2024-11-22 10:30:00,success,2024-11-22 11:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000202/result.csv,80
HEKExperiment,HEK_Experiment_3,1,0,10,HEKGetImage,2024-11-22 11:50:00,success,2024-11-22 12:02:00,iPSsimulation/results/2024-11-13_real_round3/step_00000203/result.csv,10
HEKExperiment,HEK_Experiment_1,1,0,10,HEKGetImage,2024-11-22 12:02:00,success,2024-11-22 12:14:00,iPSsimulation/results/2024-11-13_real_round3/step_00000204/result.csv,10
HEKExperiment,HEK_Experiment_1,1,1,60,HEKPassage,2024-11-22 12:12:00,success,2024-11-22 12:59:00,iPSsimulation/results/2024-11-13_real_round3/step_00000205/result.csv,60
HEKExperiment,HEK_Experiment_4,2,0,10,HEKGetImage,2024-11-22 13:12:00,success,2024-11-22 13:23:00,iPSsimulation/results/2024-11-13_real_round3/step_00000206/result.csv,10
HEKExperiment,HEK_Experiment_3,2,0,10,HEKGetImage,2024-11-22 13:23:00,success,2024-11-22 13:35:00,iPSsimulation/results/2024-11-13_real_round3/step_00000207/result.csv,10
HEKExperiment,HEK_Experiment_3,2,1,60,HEKPassage,2024-11-22 13:33:00,success,2024-11-22 14:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000208/result.csv,60
IPSExperiment,iPS_Experiment_3,4,0,20,iPSPlateCoating,2024-11-22 14:34:00,success,2024-11-22 14:50:00,iPSsimulation/results/2024-11-13_real_round3/step_00000209/result.csv,20
HEKExperiment,HEK_Experiment_0,3,0,10,HEKGetImage,2024-11-22 14:54:00,success,2024-11-22 15:04:00,iPSsimulation/results/2024-11-13_real_round3/step_00000210/result.csv,10
IPSExperiment,iPS_Experiment_0,5,0,10,iPSGetImage,2024-11-22 15:24:00,success,2024-11-22 15:35:00,iPSsimulation/results/2024-11-13_real_round3/step_00000211/result.csv,10
IPSExperiment,iPS_Experiment_0,5,1,20,iPSMediumChange,2024-11-22 15:34:00,success,2024-11-22 15:51:00,iPSsimulation/results/2024-11-13_real_round3/step_00000212/result.csv,20
IPSExperiment,iPS_Experiment_3,3,1,10,iPSGetImage,2024-11-22 15:54:00,success,2024-11-22 16:04:00,iPSsimulation/results/2024-11-13_real_round3/step_00000213/result.csv,10
IPSExperiment,iPS_Experiment_3,3,2,80,iPSPassage,2024-11-22 16:04:00,success,2024-11-22 17:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000214/result.csv,80
HEKExperiment,HEK_Experiment_0,4,0,10,HEKGetImage,2024-11-22 17:21:00,success,2024-11-22 17:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000215/result.csv,10
HEKExperiment,HEK_Experiment_0,4,1,60,HEKPassage,2024-11-22 17:31:00,success,2024-11-22 18:19:00,iPSsimulation/results/2024-11-13_real_round3/step_00000216/result.csv,60
HEKExperiment,HEK_Experiment_2,5,0,10,HEKGetImage,2024-11-22 18:31:00,success,2024-11-22 18:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000217/result.csv,10
HEKExperiment,HEK_Experiment_2,5,1,60,HEKPassage,2024-11-22 18:41:00,success,2024-11-22 19:27:00,iPSsimulation/results/2024-11-13_real_round3/step_00000218/result.csv,60
IPSExperiment,iPS_Experiment_2,6,0,10,iPSGetImage,2024-11-22 19:41:00,success,2024-11-22 19:52:00,iPSsimulation/results/2024-11-13_real_round3/step_00000219/result.csv,10
IPSExperiment,iPS_Experiment_2,6,1,20,iPSMediumChange,2024-11-22 19:51:00,success,2024-11-22 20:08:00,iPSsimulation/results/2024-11-13_real_round3/step_00000220/result.csv,20
HEKExperiment,HEK_Experiment_4,7,0,10,HEKGetImage,2024-11-22 20:08:00,success,2024-11-22 20:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000221/result.csv,10
HEKExperiment,HEK_Experiment_4,7,1,60,HEKPassage,2024-11-22 20:18:00,success,2024-11-22 21:05:00,iPSsimulation/results/2024-11-13_real_round3/step_00000222/result.csv,60
IPSExperiment,iPS_Experiment_2,10,0,20,iPSPlateCoating,2024-11-22 21:18:00,success,2024-11-22 21:34:00,iPSsimulation/results/2024-11-13_real_round3/step_00000223/result.csv,20
IPSExperiment,iPS_Experiment_1,6,0,10,iPSGetImage,2024-11-22 21:38:00,success,2024-11-22 21:48:00,iPSsimulation/results/2024-11-13_real_round3/step_00000224/result.csv,10
IPSExperiment,iPS_Experiment_1,6,1,20,iPSMediumChange,2024-11-22 21:48:00,success,2024-11-22 22:05:00,iPSsimulation/results/2024-11-13_real_round3/step_00000225/result.csv,20
IPSExperiment,iPS_Experiment_2,10,1,10,iPSGetImage,2024-11-22 22:38:00,success,2024-11-22 22:49:00,iPSsimulation/results/2024-11-13_real_round3/step_00000226/result.csv,10
IPSExperiment,iPS_Experiment_2,10,2,80,iPSPassage,2024-11-22 22:48:00,success,2024-11-23 00:57:00,iPSsimulation/results/2024-11-13_real_round3/step_00000227/result.csv,80
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,6,120,LabwareRefill,2024-11-23 07:00:00,success,2024-11-23 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000228/result.csv,120
IPSExperiment,iPS_Experiment_4,8,0,10,iPSGetImage,2024-11-23 10:34:00,success,2024-11-23 10:44:00,iPSsimulation/results/2024-11-13_real_round3/step_00000229/result.csv,10
IPSExperiment,iPS_Experiment_4,8,1,20,iPSMediumChange,2024-11-23 10:44:00,success,2024-11-23 11:01:00,iPSsimulation/results/2024-11-13_real_round3/step_00000230/result.csv,20
HEKExperiment,HEK_Experiment_1,4,0,10,HEKGetImage,2024-11-23 14:00:00,success,2024-11-23 14:10:00,iPSsimulation/results/2024-11-13_real_round3/step_00000243/result.csv,10
HEKExperiment,HEK_Experiment_3,4,0,10,HEKGetImage,2024-11-23 14:10:00,success,2024-11-23 14:23:00,iPSsimulation/results/2024-11-13_real_round3/step_00000244/result.csv,10
HEKExperiment,HEK_Experiment_3,10,0,0,HEKWaiting,2024-11-23 14:23:00,success,2024-11-23 14:24:00,iPSsimulation/results/2024-11-13_real_round3/step_00000245/result.csv,0
IPSExperiment,iPS_Experiment_0,1,2,10,iPSGetImage,2024-11-23 15:54:00,success,2024-11-23 16:05:00,iPSsimulation/results/2024-11-13_real_round3/step_00000246/result.csv,10
IPSExperiment,iPS_Experiment_3,3,0,10,iPSGetImage,2024-11-23 16:06:00,success,2024-11-23 16:17:00,iPSsimulation/results/2024-11-13_real_round3/step_00000247/result.csv,10
IPSExperiment,iPS_Experiment_3,3,1,20,iPSMediumChange,2024-11-23 16:16:00,success,2024-11-23 16:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000248/result.csv,20
HEKExperiment,HEK_Experiment_0,4,0,10,HEKGetImage,2024-11-23 17:35:00,success,2024-11-23 17:46:00,iPSsimulation/results/2024-11-13_real_round3/step_00000249/result.csv,10
HEKExperiment,HEK_Experiment_0,10,0,0,HEKWaiting,2024-11-23 17:46:00,success,2024-11-23 17:47:00,iPSsimulation/results/2024-11-13_real_round3/step_00000250/result.csv,0
HEKExperiment,HEK_Experiment_2,4,0,10,HEKGetImage,2024-11-23 18:43:00,success,2024-11-23 18:54:00,iPSsimulation/results/2024-11-13_real_round3/step_00000251/result.csv,10
HEKExperiment,HEK_Experiment_4,4,0,10,HEKGetImage,2024-11-23 20:21:00,success,2024-11-23 20:32:00,iPSsimulation/results/2024-11-13_real_round3/step_00000252/result.csv,10
IPSExperiment,iPS_Experiment_1,1,2,10,iPSGetImage,2024-11-23 22:08:00,success,2024-11-23 22:19:00,iPSsimulation/results/2024-11-13_real_round3/step_00000253/result.csv,10
IPSExperiment,iPS_Experiment_2,4,0,10,iPSGetImage,2024-11-23 22:50:00,success,2024-11-23 23:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000254/result.csv,10
IPSExperiment,iPS_Experiment_2,4,1,20,iPSMediumChange,2024-11-23 23:00:00,success,2024-11-23 23:17:00,iPSsimulation/results/2024-11-13_real_round3/step_00000255/result.csv,20
HEKExperiment,HEK_Experiment_3,3,0,10,HEKGetImage,2024-11-24 01:01:00,success,2024-11-24 01:11:00,iPSsimulation/results/2024-11-13_real_round3/step_00000256/result.csv,10
HEKExperiment,HEK_Experiment_3,3,1,40,HEKSampling,2024-11-24 01:11:00,success,2024-11-24 01:30:00,iPSsimulation/results/2024-11-13_real_round3/step_00000257/result.csv,40
HEKExperiment,HEK_Experiment_0,5,0,10,HEKGetImage,2024-11-24 01:30:00,success,2024-11-24 01:47:00,iPSsimulation/results/2024-11-13_real_round3/step_00000259/result.csv,10
HEKExperiment,HEK_Experiment_0,5,1,40,HEKSampling,2024-11-24 01:40:00,success,2024-11-24 02:04:00,iPSsimulation/results/2024-11-13_real_round3/step_00000260/result.csv,40
HEKExperiment,HEK_Experiment_1,6,0,10,HEKGetImage,2024-11-24 02:04:00,success,2024-11-24 02:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000262/result.csv,10
HEKExperiment,HEK_Experiment_2,4,0,10,HEKGetImage,2024-11-24 05:56:00,success,2024-11-24 06:07:00,iPSsimulation/results/2024-11-13_real_round3/step_00000263/result.csv,10
HEKExperiment,HEK_Experiment_1,4,0,10,HEKGetImage,2024-11-24 06:07:00,success,2024-11-24 06:19:00,iPSsimulation/results/2024-11-13_real_round3/step_00000264/result.csv,10
HEKExperiment,HEK_Experiment_1,4,1,40,HEKSampling,2024-11-24 06:17:00,success,2024-11-24 06:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000265/result.csv,40
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,7,120,LabwareRefill,2024-11-24 07:00:00,success,2024-11-24 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000267/result.csv,120
HEKExperiment,HEK_Experiment_4,5,0,10,HEKGetImage,2024-11-24 09:00:00,success,2024-11-24 09:11:00,iPSsimulation/results/2024-11-13_real_round3/step_00000268/result.csv,10
IPSExperiment,iPS_Experiment_4,1,2,10,iPSGetImage,2024-11-24 11:04:00,success,2024-11-24 11:15:00,iPSsimulation/results/2024-11-13_real_round3/step_00000269/result.csv,10
IPSExperiment,iPS_Experiment_0,5,0,10,iPSGetImage,2024-11-24 15:54:00,success,2024-11-24 16:04:00,iPSsimulation/results/2024-11-13_real_round3/step_00000270/result.csv,10
IPSExperiment,iPS_Experiment_0,5,1,20,iPSMediumChange,2024-11-24 16:04:00,success,2024-11-24 16:21:00,iPSsimulation/results/2024-11-13_real_round3/step_00000271/result.csv,20
IPSExperiment,iPS_Experiment_3,1,2,10,iPSGetImage,2024-11-24 16:36:00,success,2024-11-24 16:47:00,iPSsimulation/results/2024-11-13_real_round3/step_00000272/result.csv,10
IPSExperiment,iPS_Experiment_1,4,0,10,iPSGetImage,2024-11-24 22:08:00,success,2024-11-24 22:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000273/result.csv,10
IPSExperiment,iPS_Experiment_1,4,1,20,iPSMediumChange,2024-11-24 22:18:00,success,2024-11-24 22:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000274/result.csv,20
IPSExperiment,iPS_Experiment_2,1,2,10,iPSGetImage,2024-11-24 23:20:00,success,2024-11-24 23:31:00,iPSsimulation/results/2024-11-13_real_round3/step_00000275/result.csv,10
HEKExperiment,HEK_Experiment_2,1,0,10,HEKGetImage,2024-11-25 01:01:00,success,2024-11-25 01:11:00,iPSsimulation/results/2024-11-13_real_round3/step_00000276/result.csv,10
HEKExperiment,HEK_Experiment_2,1,1,40,HEKSampling,2024-11-25 01:11:00,success,2024-11-25 01:29:00,iPSsimulation/results/2024-11-13_real_round3/step_00000277/result.csv,40
HEKExperiment,HEK_Experiment_4,2,0,10,HEKGetImage,2024-11-25 01:29:00,success,2024-11-25 01:52:00,iPSsimulation/results/2024-11-13_real_round3/step_00000279/result.csv,10
HEKExperiment,HEK_Experiment_4,2,1,40,HEKSampling,2024-11-25 01:39:00,success,2024-11-25 02:09:00,iPSsimulation/results/2024-11-13_real_round3/step_00000280/result.csv,40
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,8,120,LabwareRefill,2024-11-25 07:00:00,success,2024-11-25 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000282/result.csv,120
IPSExperiment,iPS_Experiment_4,3,0,10,iPSGetImage,2024-11-25 11:04:00,success,2024-11-25 11:15:00,iPSsimulation/results/2024-11-13_real_round3/step_00000283/result.csv,10
IPSExperiment,iPS_Experiment_4,3,1,20,iPSMediumChange,2024-11-25 11:14:00,success,2024-11-25 11:31:00,iPSsimulation/results/2024-11-13_real_round3/step_00000284/result.csv,20
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-25 16:06:00,success,2024-11-25 16:17:00,iPSsimulation/results/2024-11-13_real_round3/step_00000285/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-25 16:16:00,success,2024-11-25 16:33:00,iPSsimulation/results/2024-11-13_real_round3/step_00000286/result.csv,20
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-25 16:36:00,success,2024-11-25 16:46:00,iPSsimulation/results/2024-11-13_real_round3/step_00000287/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-25 16:46:00,success,2024-11-25 17:02:00,iPSsimulation/results/2024-11-13_real_round3/step_00000288/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-25 22:21:00,success,2024-11-25 22:31:00,iPSsimulation/results/2024-11-13_real_round3/step_00000289/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-25 22:31:00,success,2024-11-25 22:47:00,iPSsimulation/results/2024-11-13_real_round3/step_00000290/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-25 23:20:00,success,2024-11-25 23:31:00,iPSsimulation/results/2024-11-13_real_round3/step_00000291/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-25 23:30:00,success,2024-11-25 23:47:00,iPSsimulation/results/2024-11-13_real_round3/step_00000292/result.csv,20
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,9,120,LabwareRefill,2024-11-26 07:00:00,success,2024-11-26 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000293/result.csv,120
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-26 11:15:00,success,2024-11-26 11:25:00,iPSsimulation/results/2024-11-13_real_round3/step_00000294/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-26 11:25:00,success,2024-11-26 11:41:00,iPSsimulation/results/2024-11-13_real_round3/step_00000295/result.csv,20
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-26 16:17:00,success,2024-11-26 16:28:00,iPSsimulation/results/2024-11-13_real_round3/step_00000296/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-26 16:27:00,success,2024-11-26 16:44:00,iPSsimulation/results/2024-11-13_real_round3/step_00000297/result.csv,20
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-26 16:47:00,success,2024-11-26 16:57:00,iPSsimulation/results/2024-11-13_real_round3/step_00000298/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-26 16:57:00,success,2024-11-26 17:14:00,iPSsimulation/results/2024-11-13_real_round3/step_00000299/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-26 22:32:00,success,2024-11-26 22:43:00,iPSsimulation/results/2024-11-13_real_round3/step_00000300/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-26 22:42:00,success,2024-11-26 22:59:00,iPSsimulation/results/2024-11-13_real_round3/step_00000301/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-26 23:31:00,success,2024-11-26 23:42:00,iPSsimulation/results/2024-11-13_real_round3/step_00000302/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-26 23:41:00,success,2024-11-26 23:58:00,iPSsimulation/results/2024-11-13_real_round3/step_00000303/result.csv,20
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,10,120,LabwareRefill,2024-11-27 07:00:00,success,2024-11-27 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000304/result.csv,120
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-27 11:26:00,success,2024-11-27 11:37:00,iPSsimulation/results/2024-11-13_real_round3/step_00000305/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-27 11:36:00,success,2024-11-27 11:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000306/result.csv,20
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-27 16:28:00,success,2024-11-27 16:39:00,iPSsimulation/results/2024-11-13_real_round3/step_00000307/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-27 16:38:00,success,2024-11-27 16:55:00,iPSsimulation/results/2024-11-13_real_round3/step_00000308/result.csv,20
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-27 16:58:00,success,2024-11-27 17:09:00,iPSsimulation/results/2024-11-13_real_round3/step_00000309/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-27 17:08:00,success,2024-11-27 17:25:00,iPSsimulation/results/2024-11-13_real_round3/step_00000310/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-27 22:43:00,success,2024-11-27 22:55:00,iPSsimulation/results/2024-11-13_real_round3/step_00000311/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-27 22:53:00,success,2024-11-27 23:11:00,iPSsimulation/results/2024-11-13_real_round3/step_00000312/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-27 23:42:00,success,2024-11-27 23:53:00,iPSsimulation/results/2024-11-13_real_round3/step_00000313/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-27 23:52:00,success,2024-11-28 00:09:00,iPSsimulation/results/2024-11-13_real_round3/step_00000314/result.csv,20
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,11,120,LabwareRefill,2024-11-28 07:00:00,success,2024-11-28 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000315/result.csv,120
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-28 11:37:00,success,2024-11-28 11:47:00,iPSsimulation/results/2024-11-13_real_round3/step_00000316/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-28 11:47:00,success,2024-11-28 12:03:00,iPSsimulation/results/2024-11-13_real_round3/step_00000317/result.csv,20
IPSExperiment,iPS_Experiment_0,1,0,10,iPSGetImage,2024-11-28 16:39:00,success,2024-11-28 16:49:00,iPSsimulation/results/2024-11-13_real_round3/step_00000318/result.csv,10
IPSExperiment,iPS_Experiment_0,1,1,20,iPSMediumChange,2024-11-28 16:49:00,success,2024-11-28 17:05:00,iPSsimulation/results/2024-11-13_real_round3/step_00000319/result.csv,20
IPSExperiment,iPS_Experiment_3,1,0,10,iPSGetImage,2024-11-28 17:09:00,success,2024-11-28 17:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000320/result.csv,10
IPSExperiment,iPS_Experiment_3,1,1,20,iPSMediumChange,2024-11-28 17:19:00,success,2024-11-28 17:36:00,iPSsimulation/results/2024-11-13_real_round3/step_00000321/result.csv,20
IPSExperiment,iPS_Experiment_1,1,0,10,iPSGetImage,2024-11-28 22:56:00,success,2024-11-28 23:07:00,iPSsimulation/results/2024-11-13_real_round3/step_00000322/result.csv,10
IPSExperiment,iPS_Experiment_1,1,1,20,iPSMediumChange,2024-11-28 23:06:00,success,2024-11-28 23:23:00,iPSsimulation/results/2024-11-13_real_round3/step_00000323/result.csv,20
IPSExperiment,iPS_Experiment_2,1,0,10,iPSGetImage,2024-11-28 23:54:00,success,2024-11-29 00:04:00,iPSsimulation/results/2024-11-13_real_round3/step_00000324/result.csv,10
IPSExperiment,iPS_Experiment_2,1,1,20,iPSMediumChange,2024-11-29 00:04:00,success,2024-11-29 00:20:00,iPSsimulation/results/2024-11-13_real_round3/step_00000325/result.csv,20
LabwareRefillExperiment,54326bba-120b-4e49-87fc-693a5bb0f8b5,0,12,120,LabwareRefill,2024-11-29 07:00:00,success,2024-11-29 07:00:00,iPSsimulation/results/2024-11-13_real_round3/step_00000326/result.csv,120
IPSExperiment,iPS_Experiment_4,1,0,10,iPSGetImage,2024-11-29 11:48:00,success,2024-11-29 11:59:00,iPSsimulation/results/2024-11-13_real_round3/step_00000327/result.csv,10
IPSExperiment,iPS_Experiment_4,1,1,20,iPSMediumChange,2024-11-29 11:58:00,success,2024-11-29 12:15:00,iPSsimulation/results/2024-11-13_real_round3/step_00000328/result.csv,20
